시군구,동반자유형,만족도,재방문의도,타인추천의도,성별,연령대
전북 군산시,가족,매우 만족,매우 높음,높음,남,50대
전남 여수시,가족,만족,높음,높음,남,40대
강원 강릉시,친구/연인,만족,높음,높음,남,70세 이상
전남 보성군,가족,매우 만족,높음,높음,여,20대
전남 해남군,가족,만족,높음,높음,여,30대
전남 해남군,가족,만족,높음,보통,남,30대
전남 보성군,친구/연인,만족,높음,높음,여,20대
전남 곡성군,가족,만족,높음,높음,남,40대
전남 곡성군,친구/연인,만족,매우 높음,높음,여,50대
대전 유성구,가족,만족,매우 높음,높음,여,40대
전북 부안군,가족,만족,보통,높음,남,40대
전북 군산시,가족,만족,높음,높음,남,70세 이상
전북 무주군,친구/연인,만족,매우 높음,매우 높음,남,30대
전남 고흥군,친구/연인,만족,높음,높음,여,50대
전남 신안군,가족,만족,보통,높음,여,30대
전남 여수시,친구/연인,만족,보통,높음,남,20대
전남 완도군,가족,만족,매우 높음,높음,남,15~19세
전남 여수시,친구/연인,만족,높음,매우 높음,여,20대
전남 목포시,친구/연인,매우 만족,높음,높음,남,15~19세
제주 제주시,친척,보통,보통,보통,여,20대
경남 남해군,가족,보통,보통,보통,여,50대
제주 서귀포시,친구/연인,만족,높음,높음,남,30대
인천 부평구,가족,만족,매우 높음,높음,여,40대
전남 해남군,가족,만족,높음,높음,남,50대
경남 남해군,가족,보통,보통,보통,여,50대
전남 담양군,가족,보통,보통,낮음,여,30대
전남 영암군,가족,만족,높음,높음,여,40대
전남 신안군,가족,만족,보통,높음,여,30대
충북 보은군,친목 모임,만족,높음,높음,여,50대
전북 부안군,가족,만족,높음,매우 높음,남,50대
강원 홍천군,친구/연인,만족,높음,높음,남,70세 이상
전남 강진군,가족,만족,높음,높음,남,40대
제주 서귀포시,친구/연인,보통,높음,높음,여,20대
전북 전주시,가족,만족,매우 높음,높음,남,70세 이상
충남 보령시,(직장)동료,만족,보통,보통,남,20대
전남 여수시,가족,만족,매우 높음,매우 높음,남,50대
제주 제주시,가족,만족,매우 높음,높음,남,40대
전남 담양군,친구/연인,만족,보통,보통,남,15~19세
경기 가평군,친구/연인,보통,보통,높음,여,20대
전남 영암군,가족,보통,높음,보통,남,70세 이상
전남 순천시,가족,만족,높음,높음,여,40대
전남 장성군,친구/연인,만족,높음,높음,여,20대
전남 목포시,가족,만족,높음,높음,남,20대
전북 고창군,가족,만족,높음,높음,남,40대
전남 목포시,가족,만족,높음,높음,남,50대
전남 담양군,가족,만족,높음,높음,남,30대
전북 전주시,가족,만족,높음,높음,여,30대
부산 부산진구,가족,만족,높음,높음,여,40대
전북 부안군,가족,만족,높음,높음,여,50대
전남 신안군,가족,만족,높음,높음,남,15~19세
부산 해운대구,친구/연인,만족,높음,높음,여,20대
전북 무주군,가족,만족,높음,높음,여,30대
전남 순천시,가족,만족,높음,높음,여,50대
경남 남해군,가족,만족,높음,높음,남,40대
전북 부안군,가족,만족,높음,높음,남,30대
전남 나주시,가족,만족,높음,높음,여,40대
전남 완도군,가족,만족,높음,높음,남,40대
전남 완도군,가족,만족,높음,높음,여,60대
전남 신안군,가족,만족,높음,높음,남,30대
전남 장성군,가족,만족,높음,높음,여,40대
전남 해남군,가족,만족,높음,높음,남,15~19세
경북 영주시,가족,만족,높음,높음,여,30대
충남 예산군,가족,만족,높음,높음,남,50대
전남 화순군,친구/연인,만족,보통,보통,여,50대
전북 전주시,친구/연인,보통,높음,높음,여,30대
전남 보성군,친구/연인,만족,보통,높음,남,20대
전남 담양군,친구/연인,만족,보통,높음,남,30대
전북 임실군,가족,만족,보통,높음,남,40대
전남 진도군,친목 모임,만족,높음,높음,여,50대
전남 보성군,가족,만족,높음,높음,남,30대
경기 가평군,친구/연인,매우 만족,높음,높음,여,20대
제주 서귀포시,가족,매우 만족,매우 높음,매우 높음,남,70세 이상
전남 고흥군,친구/연인,만족,높음,높음,남,40대
전남 보성군,가족,매우 만족,높음,높음,여,60대
전남 영광군,가족,만족,높음,높음,남,15~19세
전남 보성군,가족,만족,높음,높음,남,50대
인천 연수구,친구/연인,만족,높음,높음,남,20대
전남 보성군,친구/연인,만족,높음,높음,남,30대
전남 강진군,가족,만족,높음,높음,여,50대
전남 목포시,가족,만족,높음,높음,여,40대
전남 화순군,친구/연인,매우 만족,높음,높음,여,20대
전남 순천시,친구/연인,만족,높음,높음,여,30대
전남 보성군,가족,만족,높음,높음,남,15~19세
전남 구례군,가족,만족,높음,높음,여,30대
전남 목포시,가족,만족,높음,높음,남,40대
경기 안성시,친목 모임,만족,높음,매우 높음,여,60대
전북 순창군,가족,만족,높음,높음,남,30대
서울 강남구,가족,만족,매우 높음,높음,여,40대
부산 해운대구,친구/연인,만족,높음,높음,여,20대
전북 임실군,가족,만족,높음,높음,남,70세 이상
충남 태안군,가족,만족,높음,높음,여,50대
전남 담양군,가족,만족,높음,높음,여,30대
전남 순천시,가족,만족,높음,높음,여,60대
전남 보성군,친구/연인,만족,높음,높음,여,40대
충남 아산시,친구/연인,매우 만족,높음,높음,남,50대
부산 해운대구,가족,만족,높음,높음,남,30대
전남 순천시,가족,만족,높음,높음,남,15~19세
전북 군산시,가족,만족,높음,높음,여,50대
전남 나주시,친구/연인,만족,높음,높음,여,50대
전북 정읍시,친구/연인,만족,높음,높음,여,20대
전남 곡성군,친구/연인,만족,높음,높음,여,40대
전남 장성군,가족,만족,높음,높음,남,15~19세
전북 고창군,친구/연인,만족,높음,높음,여,60대
전남 여수시,친구/연인,만족,높음,매우 높음,여,30대
전남 보성군,친구/연인,만족,높음,높음,남,40대
전남 장성군,가족,만족,높음,보통,남,50대
전북 고창군,가족,만족,높음,높음,남,30대
대구 동구,친구/연인,만족,높음,높음,남,30대
전남 담양군,친구/연인,만족,매우 높음,매우 높음,여,40대
전남 담양군,가족,만족,높음,높음,여,60대
전남 신안군,가족,만족,높음,높음,여,20대
전남 나주시,가족,만족,높음,높음,남,40대
경남 하동군,친구/연인,보통,높음,높음,여,50대
전남 순천시,친구/연인,만족,높음,보통,여,30대
전북 장수군,가족,만족,높음,보통,여,50대
전남 완도군,가족,매우 만족,높음,매우 높음,남,30대
전남 보성군,가족,매우 만족,높음,높음,남,50대
전북 고창군,가족,매우 만족,높음,높음,여,40대
전남 여수시,가족,매우 만족,높음,높음,여,30대
전북 무주군,가족,만족,높음,높음,남,70세 이상
전남 여수시,가족,만족,높음,보통,남,40대
서울 강남구,친구/연인,매우 만족,높음,높음,여,20대
전남 곡성군,가족,보통,보통,높음,남,50대
전남 영광군,친구/연인,만족,높음,높음,여,15~19세
전북 부안군,가족,만족,보통,높음,남,40대
제주 서귀포시,가족,만족,높음,높음,여,30대
전남 순천시,가족,만족,보통,높음,여,20대
경남 통영시,가족,만족,높음,보통,여,40대
경남 거제시,친구/연인,만족,높음,높음,남,50대
전북 고창군,가족,만족,높음,높음,남,15~19세
충남 서천군,친구/연인,만족,높음,높음,여,50대
전남 강진군,가족,만족,높음,높음,남,70세 이상
경북 경주시,가족,만족,높음,높음,여,30대
전남 신안군,가족,만족,높음,높음,남,50대
전남 진도군,가족,만족,높음,높음,남,40대
전남 보성군,친구/연인,만족,높음,보통,남,30대
충남 천안시,가족,보통,높음,높음,남,20대
전남 보성군,가족,만족,높음,보통,여,30대
전북 고창군,가족,만족,높음,보통,여,40대
부산 금정구,친구/연인,만족,높음,보통,여,20대
전북 고창군,친구/연인,만족,높음,높음,남,20대
전남 신안군,친구/연인,만족,높음,높음,남,40대
전남 장성군,가족,보통,보통,보통,여,30대
전남 담양군,친구/연인,매우 만족,매우 높음,매우 높음,여,20대
전남 완도군,가족,매우 만족,높음,높음,여,50대
전남 화순군,가족,보통,높음,높음,남,30대
전남 영암군,가족,만족,보통,높음,여,60대
전남 목포시,친구/연인,만족,높음,높음,남,15~19세
전남 해남군,가족,매우 만족,매우 높음,높음,여,40대
전남 보성군,가족,만족,높음,높음,여,50대
부산 해운대구,가족,만족,높음,높음,여,60대
전남 곡성군,가족,만족,높음,높음,남,30대
전남 곡성군,가족,매우 만족,매우 높음,매우 높음,남,50대
전북 임실군,가족,보통,높음,높음,여,30대
전남 보성군,친구/연인,만족,높음,높음,남,15~19세
전남 해남군,친구/연인,만족,높음,높음,남,70세 이상
전남 순천시,가족,보통,높음,높음,여,30대
전남 신안군,가족,만족,높음,높음,남,30대
전북 임실군,친목 모임,만족,높음,높음,남,50대
전북 정읍시,친구/연인,만족,높음,높음,남,40대
전북 순창군,친구/연인,만족,높음,높음,여,20대
제주 서귀포시,가족,만족,매우 높음,매우 높음,남,50대
전남 해남군,가족,만족,높음,높음,남,70세 이상
전남 영암군,가족,만족,높음,높음,남,30대
전북 장수군,가족,만족,높음,높음,남,50대
전남 영암군,가족,만족,높음,높음,여,30대
전남 해남군,가족,매우 만족,높음,높음,여,50대
전남 곡성군,가족,만족,높음,높음,여,40대
전남 여수시,가족,매우 만족,높음,높음,남,50대
전남 곡성군,가족,만족,높음,매우 높음,여,40대
서울 서초구,친구/연인,매우 만족,매우 높음,매우 높음,여,20대
전북 순창군,가족,만족,높음,높음,여,30대
전남 구례군,친구/연인,만족,높음,높음,여,50대
전남 담양군,가족,만족,높음,높음,남,40대
전남 장흥군,가족,만족,높음,높음,남,40대
전남 장흥군,친구/연인,매우 만족,높음,높음,여,50대
전남 목포시,가족,만족,보통,높음,여,40대
전남 장흥군,가족,만족,매우 높음,매우 높음,남,50대
전남 고흥군,친구/연인,만족,높음,높음,남,30대
전남 담양군,가족,만족,보통,높음,여,30대
전남 담양군,가족,만족,높음,보통,남,15~19세
전남 여수시,친구/연인,만족,높음,높음,여,60대
전남 장흥군,가족,만족,매우 높음,높음,남,50대
전북 정읍시,가족,만족,보통,높음,여,50대
전북 진안군,가족,만족,매우 높음,높음,여,40대
전남 담양군,가족,만족,보통,높음,남,30대
전북 남원시,친구/연인,만족,보통,높음,여,20대
전남 순천시,가족,만족,높음,높음,여,30대
전남 강진군,가족,만족,높음,매우 높음,남,40대
전북 순창군,가족,만족,높음,높음,남,50대
전남 순천시,가족,만족,높음,높음,여,40대
전북 전주시,가족,만족,높음,높음,여,30대
전남 여수시,가족,만족,높음,높음,여,15~19세
전남 완도군,가족,매우 만족,매우 높음,매우 높음,여,50대
전남 강진군,가족,만족,높음,높음,남,40대
전남 보성군,친구/연인,만족,높음,높음,남,20대
전남 여수시,친구/연인,만족,높음,높음,남,30대
경남 남해군,가족,만족,높음,높음,남,70세 이상
전북 정읍시,가족,만족,높음,높음,여,50대
전남 담양군,가족,만족,높음,높음,여,40대
대구 중구,친구/연인,만족,높음,높음,남,30대
인천 연수구,가족,만족,높음,높음,남,50대
전남 순천시,친구/연인,만족,높음,높음,여,20대
전남 보성군,친목 모임,만족,높음,높음,여,30대
전남 담양군,가족,만족,높음,높음,남,40대
전남 보성군,친구/연인,매우 만족,높음,높음,여,20대
전남 신안군,가족,만족,매우 높음,높음,여,50대
전북 무주군,친구/연인,만족,높음,높음,여,30대
전남 장흥군,친구/연인,만족,높음,매우 높음,여,60대
전북 무주군,가족,매우 만족,높음,높음,여,40대
전남 화순군,친구/연인,만족,보통,높음,여,50대
전남 보성군,친구/연인,만족,매우 높음,높음,남,30대
전남 장흥군,가족,만족,매우 높음,높음,남,40대
전북 정읍시,가족,만족,높음,높음,남,50대
전남 무안군,친구/연인,만족,높음,높음,여,20대
전남 영광군,가족,만족,높음,높음,여,30대
전남 영암군,친구/연인,만족,보통,높음,여,50대
전남 여수시,친척,매우 만족,높음,높음,여,40대
전북 완주군,친척,만족,높음,높음,남,50대
